TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,Date,Open,High,Low,Close,Volume
"Nov 19, 2025",173.46,173.46,173.46,173.46,0.0,,,,,,
"Nov 17, 2025",173.5,175.5,173.5,174.6699981689453,52288.0,,,,,,
"Nov 14, 2025",172.5500030517578,174.88999938964844,172.0,173.02999877929688,259043.0,,,,,,
"Nov 13, 2025",171.00999450683594,174.9499969482422,171.0,171.47999572753906,41394.0,,,,,,
"Nov 12, 2025",173.89999389648438,176.60000610351562,170.0,170.7100067138672,127898.0,,,,,,
"Nov 11, 2025",179.33999633789062,179.33999633789062,171.11000061035156,173.24000549316406,101830.0,,,,,,
"Nov 10, 2025",183.97000122070312,183.97000122070312,170.00999450683594,179.33999633789062,68368.0,,,,,,
"Nov 07, 2025",181.1199951171875,184.97999572753903,178.10000610351562,180.67999267578125,84191.0,,,,,,
"Nov 06, 2025",184.9499969482422,184.9499969482422,181.5,183.2700042724609,16646.0,,,,,,
"Nov 05, 2025",183.5,185.75,183.0,183.1999969482422,135141.0,,,,,,
"Nov 04, 2025",185.0,188.88999938964844,184.0,184.2899932861328,108775.0,,,,,,
"Nov 03, 2025",184.0,189.3999938964844,183.9900054931641,185.58999633789065,123143.0,,,,,,
"Oct 31, 2025",182.0,186.0,179.1999969482422,184.8500061035156,139448.0,,,,,,
"Oct 30, 2025",180.9554002358707,185.74826702879847,178.51005698944005,178.9600067138672,110194.0,,,,,,
"Oct 29, 2025",181.9531076149456,183.7137577679475,179.97726605851068,180.36851501464844,57729.0,,,,,,
"Oct 28, 2025",188.6826763120576,188.6826763120576,182.04113071379305,182.86276245117188,95300.0,,,,,,
"Oct 27, 2025",185.6602342739844,188.78049457757163,180.02616892805392,186.08084106445312,108025.0,,,,,,
"Oct 24, 2025",189.75864568256893,189.75864568256893,182.9116842404144,185.6602478027344,157188.0,,,,,,
"Oct 23, 2025",201.4962855456569,201.4962855456569,187.80236322702007,189.61192321777344,500684.0,,,,,,
"Oct 22, 2025",201.946237451474,201.946237451474,195.6274638035357,198.4151611328125,139909.0,,,,,,
"Oct 21, 2025",203.4330013078577,207.3651176229696,201.14416349727284,201.9462432861328,517108.0,,,,,,
"Oct 20, 2025",198.8161824287726,204.4306959095977,198.1217133031674,201.86798095703125,259961.0,,,,,,
"Oct 17, 2025",202.47442749785168,203.354745125592,195.6176901812589,198.1217193603516,268883.0,,,,,,
"Oct 16, 2025",203.4525651909746,207.37489052182792,201.39847082233536,201.7017059326172,687217.0,,,,,,
"Oct 15, 2025",193.67119418418648,205.99573069325675,193.47556970035183,201.40826416015625,1491478.0,,,,,,
"Oct 14, 2025",184.91686342736423,193.69075638635,184.91686342736423,191.1378173828125,479594.0,,,,,,
"Oct 13, 2025",190.7367747507676,190.7367747507676,183.89958960586367,184.2126007080078,176768.0,,,,,,
"Oct 10, 2025",193.9157150213016,193.9157150213016,188.7902703205577,191.5681915283203,217900.0,,,,,,
"Oct 09, 2025",193.67118890278869,199.6965183618101,188.78050231433443,193.6125030517578,831254.0,,,,,,
"Oct 08, 2025",196.57625177402545,198.5618692727376,190.7563379010695,193.12342834472656,746363.0,,,,,,
"Oct 07, 2025",182.09982299804688,182.09982299804688,182.09982299804688,182.09982299804688,0.0,,,,,,
"Oct 06, 2025",183.88981608392933,185.79718087210207,180.4663354653456,182.09982299804688,362558.0,,,,,,
"Oct 03, 2025",190.73677194290087,192.19420188107165,179.4979690845813,180.300048828125,721770.0,,,,,,
"Oct 02, 2025",172.1521693655204,188.57508850097656,172.0543496628499,188.57508850097656,1765109.0,,,,,,
"Oct 01, 2025",169.21775971263395,172.15217173077212,168.23962237325458,171.4283447265625,381808.0,,,,,,
"Sep 30, 2025",166.283344711085,173.61937462480932,166.283344711085,168.171142578125,430926.0,,,,,,
"Sep 29, 2025",166.28334512262478,168.23961977112623,165.3638936497985,166.35182189941406,329318.0,,,,,,
"Sep 26, 2025",163.34893808008476,168.3863394819389,163.34893808008476,164.54226684570312,313529.0,,,,,,
"Sep 25, 2025",165.30521140632806,166.02903841514066,163.3489367151289,164.68898010253906,33526.0,,,,,,
"Sep 24, 2025",164.13144498274028,166.22465824672835,163.83800080223537,164.6498565673828,108012.0,,,,,,
"Sep 23, 2025",165.3932342529297,165.3932342529297,165.3932342529297,165.3932342529297,0.0,,,,,,
"Sep 22, 2025",167.26148009805908,168.22984140853762,164.32706816651418,165.3932342529297,96490.0,,,,,,
"Sep 19, 2025",168.7286831411823,168.7286831411823,166.08771543357582,166.34202575683594,161660.0,,,,,,
"Sep 18, 2025",167.26147902183052,168.72868497816236,166.82132021996912,167.92660522460938,76218.0,,,,,,
"Sep 17, 2025",167.75054924586902,167.75054924586902,166.33225312649608,167.1538848876953,41051.0,,,,,,
"Sep 16, 2025",168.2396118877924,168.2396118877924,166.7724059701663,167.261474609375,64234.0,,,,,,
"Sep 15, 2025",167.4571043170026,168.23961714924658,166.7724111857357,167.8385772705078,30114.0,,,,,,
"Sep 12, 2025",168.8754028544017,169.21775688754542,167.26148224144663,167.54513549804688,53059.0,,,,,,
"Sep 11, 2025",169.55031659310933,171.4870392000221,168.23961618856976,168.58197021484375,65307.0,,,,,,
"Sep 10, 2025",170.1861217145158,171.64353680374484,169.21776037168982,169.55032348632812,40298.0,,,,,,
"Sep 09, 2025",172.1423936745056,172.15216967471375,169.70682635547067,169.87310791015625,129489.0,,,,,,
"Sep 08, 2025",172.1423906813878,172.98358936558878,170.19589206004613,170.22523498535156,91868.0,,,,,,
"Sep 05, 2025",171.66309809861892,172.15216675417054,170.3426067585532,170.8218994140625,54453.0,,,,,,
"Sep 04, 2025",171.17402881999573,172.64123478130998,168.54283707467496,170.28392028808594,62932.0,,,,,,
"Sep 03, 2025",172.00545267946848,173.6193732778908,170.15677375255942,170.76321411132812,99040.0,,,,,,
"Sep 02, 2025",173.38462135319867,175.07680971547353,167.36908261851082,171.2229461669922,142724.0,,,,,,
"Sep 01, 2025",173.36506103717767,175.08657731818727,172.64123405955337,173.38461303710938,47612.0,,,,,,
"Aug 29, 2025",174.10844552942203,175.03767301209697,171.18380952639265,173.3650665283203,117662.0,,,,,,
"Aug 28, 2025",174.9878042485034,174.9878042485034,170.31164582299274,171.0957794189453,174750.0,,,,,,
"Aug 27, 2025",176.71863204486775,176.71863204486775,172.13809230697208,172.9796142578125,30857.0,,,,,,
"Aug 26, 2025",179.77870564407877,179.77870564407877,173.08481766796945,174.41403198242188,136192.0,,,,,,
"Aug 25, 2025",178.93718326503458,180.62022729131647,176.90989615139614,177.38803100585938,39867.0,,,,,,
"Aug 22, 2025",176.9098936804317,181.6912421582812,176.9098936804317,178.8511199951172,57085.0,,,,,,
"Aug 21, 2025",186.9507342521126,187.42886912232265,177.0150922328094,178.5833740234375,148386.0,,,,,,
"Aug 20, 2025",184.0819181657272,185.4876357990414,182.64751360859165,184.6269989013672,149718.0,,,,,,
"Aug 19, 2025",181.69123903282065,183.5559619888014,180.73496935370056,182.5040740966797,88920.0,,,,,,
"Aug 18, 2025",181.68168244547087,183.57509233342984,180.5437191873105,181.15573120117188,47726.0,,,,,,
"Aug 15, 2025",178.4399254075552,182.64750609888068,177.86615777168484,181.0218505859375,75429.0,,,,,,
"Aug 13, 2025",179.77871249751055,179.77871249751055,177.8661730028562,178.91807556152344,109210.0,,,,,,
"Aug 12, 2025",180.8305989512493,181.88248682471607,174.05063595697493,179.3961944580078,85082.0,,,,,,
"Aug 11, 2025",178.71723247440403,181.672102160676,177.8661530782815,180.5532684326172,118451.0,,,,,,
"Aug 08, 2025",179.77869930518582,181.69123865949632,178.34429478945296,178.7172393798828,83813.0,,,,,,
"Aug 07, 2025",179.53963228735583,181.69123906576624,176.9098906692987,178.6885528564453,147902.0,,,,,,
"Aug 06, 2025",172.60667771765722,181.4999886845713,172.60667771765722,179.5013885498047,225848.0,,,,,,
"Aug 05, 2025",178.72679988124403,178.72679988124403,175.48504620389076,176.35525512695312,20796.0,,,,,,
"Aug 04, 2025",176.90990220567426,178.7268088782063,174.19409964134613,176.47958374023438,252784.0,,,,,,
"Aug 01, 2025",175.95361008606042,177.00551250470323,174.04107084599457,175.3702850341797,90871.0,,,,,,
"Jul 31, 2025",174.41403693567608,177.0915951204644,172.2433005447223,175.24598693847656,292158.0,,,,,,
"Jul 30, 2025",170.98102019262643,176.909889237974,170.2160015370777,174.59571838378906,563891.0,,,,,,
"Jul 29, 2025",171.353966559674,184.55049108245,165.43465489664823,169.7952423095703,1457615.0,,,,,,
"Jul 28, 2025",180.73497700324504,184.93300048860152,169.73787522791534,171.35397338867188,376113.0,,,,,,
"Jul 25, 2025",187.5245041126713,190.29768055551617,178.34430866132547,180.0942840576172,651078.0,,,,,,
"Jul 24, 2025",196.99155450436683,198.90409386848688,185.70756933775496,187.46710205078125,441985.0,,,,,,
"Jul 23, 2025",198.9041011269723,202.7291799947987,194.21838535049213,196.1500396728516,591777.0,,,,,,
"Jul 22, 2025",196.0352871542225,210.1880815353674,194.122747767352,196.9724273681641,1427695.0,,,,,,
"Jul 21, 2025",193.61593020281924,197.82351110872304,191.25394284140648,193.29080200195312,200460.0,,,,,,
"Jul 18, 2025",202.58573518365853,202.7196123536376,189.81952926782984,193.6159210205078,312886.0,,,,,,
"Jul 17, 2025",196.99156656507245,208.5528642270485,196.0352968244653,200.40545654296875,1450450.0,,,,,,
"Jul 16, 2025",195.84404780796868,208.46680559544416,191.2635075321212,196.4178009033203,1349304.0,,,,,,
"Jul 15, 2025",177.96180312568436,190.03947992973383,177.86617031578905,190.0299224853516,1392563.0,,,,,,
"Jul 14, 2025",157.1151162899384,172.7596893310547,157.1151162899384,172.7596893310547,770734.0,,,,,,
"Jul 11, 2025",160.6533080419966,162.56584742344896,155.87195958836577,157.0577392578125,186252.0,,,,,,
"Jul 10, 2025",163.22568153937158,163.23523898366597,159.69704392284078,162.46066284179688,71378.0,,,,,,
"Jul 09, 2025",160.6533086038009,164.37319713007344,158.7407692156604,161.20794677734375,18822.0,,,,,,
"Jul 08, 2025",163.42648400021758,164.4592570152358,160.65330773894985,162.55628967285156,82981.0,,,,,,
"Jul 07, 2025",154.1984781377727,161.6095677847044,154.1984781377727,160.3855438232422,150541.0,,,,,,
"Jul 04, 2025",150.22998232412755,160.65331667666072,147.37073054223328,155.07826232910156,307886.0,,,,,,
"Jul 03, 2025",148.2218087278022,151.0714884486858,145.83113439348278,150.14390563964844,205169.0,,,,,,
"Jul 02, 2025",144.1576510642304,152.04687574933754,141.62354230501492,148.17398071289062,183086.0,,,,,,
